new questions about attacking iraq ; is torturing terrorists necessary ? |||O O O O O O O O O O O 
we overthrew ( unintelligible ) and put the shah of iran in power . |||O B-TRI O O O O B-TRI O O O O O O O 
but i mean you 're attacking the cia for putting him in , when it was -- the problem was khomeini . |||O O O O O O O O O B-TRI O O O O O O O O O O O O 
no , the point i made , khomeini came about because we put a brutal dictator , the shah of iran , in power . |||O O O O O O O O O O O O O O O O O O O O O O O O O 
the point that i am making is you can not ... |||O O O O O O O O O O O 
the point you 're making is blame america first . |||O O O O O O O O O O 
you do n't know what happens when the most powerful nation on earth invades and occupies a muslim nation and kills tens of thousands of people . |||O O O O O O O O O O O O O B-TRI O O O O O O B-TRI O O O O O O 
bernie sanders , an independent from vermont , thank you very much . |||O O O O O O O O O O O O O 
congressman j.d. hayworth , a republican from arizona , thank you both very much . |||O O O O O O O O O O O O O O O 
we will come back to this debate , believe me . |||O O O O O O O O O O O 
one of our viewers , though , thinks there 's a sure fire way to get that al qaeda ring leader to talk . |||O O O O O O O O O O O O O O O O O O O O O O O O 
we 'll let him fire back in a little bit . |||O O O O O O O O O O O 
but next , out of all of the pictures from this weekend 's nail biter between j.d. hayworth 's alma mater of ( unintelligible ) state , and bob novak 's beloved university of maryland , only one photo is dramatic enough or politically charged enough to be the crossfire " picture of the day . " |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
you do not want to miss this . |||O O O O O O O O 
interview with ralph nader , donald palmisano ; interview with congressmen j.d. hayworth , bernie sanders |||O O O O O O O O O O O O O O O O 
i 'm christa demore ( ph ) from monrovia , maryland . |||O O O O O O O O O O O O 
and i 'm curious , how can democrats claim that president bush is ignoring the war on terror if al qaeda 's second key operative was just caught ? |||O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TRI I-TRI 
and it also proves you can even chew gum and walk at the same time . |||O O O O O O O O O O O O O O O O 
he can not eat a pretzel and watch a football became at the same time . |||O O O O O O O O O O O O O O O O 
so i 'm still doubtful of -- no , here 's why . |||O O O O O O O O O O O O O 
this is a serious point and you deserve a serious answer . |||O O O O O O O O O O O O 
the way we caught that guy was by coordinating with our allies . |||O O O B-TRI O O O O O O O O O 
we now have a foreign policy in iraq that is putting enormous strain on those allies . |||O O O O O O O O O O O O O O O O O 
the same weekend they arrested the guy , we had ... |||O O O O B-TRI O O O O O O 
we had no part in it . |||O O O O O B-TRI I-TRI 
no , it was a joi nt effort by pakistan . |||O O B-TRI O O O O O O O O 
why do we want to sever that relationship with this idiotic war in iraq ? |||O O O O O O O O O O O B-TRI O O O 
we 're not severing it -- question . |||O O O O O O O O 
ben charlton hi . i 'm ben charlton ( ph ) from east lansing , michigan . |||O O O O O O O O O O O O O O O O O 
i was -- if we wait for u.n. approval for action in iraq , do n't we sacrifice some of our national sovereignty ? |||O O O O O O O O O O O O O O O O O O O O O O O O 
well , where are all of the conservative questions ? |||O O O O O O O O O O 
we never have conservatives in the audience . |||O O O O O O O O 
i think even paul would agree with me . |||O O O O O O O O O 
the question of whether we go to war or not is strictly a national question . |||O O O O O O O B-TRI O O O O O O O O 
it 's not a united nations question . |||O O O O O O O O 
the president has got all of the legal authorities he needs . |||O O O O O O O O O O O O 
i just pray to god he does n't use it . |||O O O O O O O O O O O 
we need to go to the u.n. because we want to build coalitions so we have support around the world and so that we do n't have to carry the burden ourselves . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
but legally he has no obligation to go back to the u.n. from the left i am paul begala . |||O O O O O O O O O O O O O O O O O O O O 
from the right , i 'm robert novak . |||O O O O O O O O O 
join us next time for another edition of crossfire . |||O O O O O O O O O O 
look at latest evidence against iraq ; any hope u.n. , old europe will come around to bush administration 's way of thinking ? |||O O O O O O O O O O O O O O O O O O O O O O O O 
on this ash wednesday , the pope asks catholics to fast for peace and he asks president bush to work for peace , while the white house sends out colin powell to make yet another case for war . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TRI I-TRI 
we will debate all of that as well as " vanity fair " 's latest , stunning revelations about michael jackson . |||O O O O O O O O O O O O O O O O O O O O O O 
believe it or not , we got new news on michael jackson . |||O O O O O O O O O O O O O 
do you think he really looks like a mummy ? |||O O O O O O O O O O 
but first , our own little moonwalk across the political landscape , the " crossfire political alert . " |||O O O O O O O O O O O O O O O O O O O 
the foreign ministers of france , germany and russia today issued a joint declaration that they will not allow a second american - backed resolution to pass the united nations security council . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
president bush wants the security council to explicitly authorize force against iraq , and his press secretary today remained optimistic that in the end , that 's just what he 'll get . |||O O O O O O O O O B-TRI O O O O O O O O O O O O O O O O O O O O O O O 
president bush is said to be focusing on one fence - sitting security council member , the african nation of guinea , because he said -- quote -- " i used to have one of their pigs . " |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
so -- ok , i made that up . |||O O O O O O O O O 
but they are a swing vote . |||O O O O O O O 
guinea is an important swing vote . |||O O O O O O O 
france and germany are pointing to inspection and saying , look , they 're working . |||O O O O O O O O O O O O O O O O 
they 're not pointing out that inspections are working only because there 's the credible threat of war . |||O O O O O O O O O O O O O O O O O B-TRI I-TRI 
saddam would n't be destroying missiles unless he thought he was going to be destroyed if he did n't . |||O O O O O O O O O O O O O O B-TRI O O O O O 
begala i think that 's a good point . |||O O O O O O O O O 
it does n't mean we have to go to war . |||O O O O O O O O O B-TRI I-TRI 
but i think president bush should get credit for pushing to instructions and backing them up with the threat of force . |||O O O O O O O O O O O O O O O O O O O O B-TRI I-TRI 
it means when you take the threat of force of the table , you 're likely to stop disarming saddam hussein . |||O O O O O O O O B-TRI O O O O O O O O O O O O O 
yes , i 'm not saying take the threat of force . |||O O O O O O O O O O B-TRI I-TRI 
i 'm saying we do n't need to use force right now . |||O O O O O O O O O B-TRI O O O 
carlson well , france and germany would like to . |||O O O O O O O O O O 
secretary of state colin powell today responded to saddam hussein 's latest attempts to fool the world . |||O O O O O O O O O O O O O O O O O O 
powell called iraqi steps toward disarmament -- quote -- " too little , too late " gestures , meant to split international resolve to force baghdad to give up its weapons of mass destruction . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
u.s. intelligence said powell indicates iraq has hidden equipment to produce al - samoud 2 missiles , even as it destroys existing ones , missiles that until recently , it claimed not to have . |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
powell also revealed that iraq is hiding chemical and biological weapons in poor neighborhoods around baghdad . |||O O O O O O O O O O O O O O O O O 
in order to secure peace , powell concluded , the international community must confront saddam hussein 's refusal to disarm -- quote -- " here and now . " |||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
so , there you have it . |||O O O O O O O 
the essence of the american case for war against saddam hussein . |||O O O O O O O B-TRI O O O O 
the only question left : who do you believe ? |||O O O O O O O O O O 
secretary of state colin powell or france ? |||O O O O O O O O 
who do you believe : the bush administration or your lying eyes ? |||O O O O O O O O O O O O O 
we are watching them destroy weapons , as the president says , oh , that 's just a hoax . |||O O O O O O O O O O O O O O O O O O O O 
